Test_No,5369_max,5369_min,5369_mean,5369_std,5365_max,5365_min,5365_mean,5365_std,5366_max,5366_min,5366_mean,5366_std,5376_max,5376_min,5376_mean,5376_std,5378_max,5378_min,5378_mean,5378_std,10102_max,10102_min,10102_mean,10102_std,12493_max,12493_min,12493_mean,12493_std
150417-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996363521,0.97437495,0.989175946,0.004253601,0,0,0,0
150417-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.129378319,0.219399169,2.907546519,1.581529546
150417-2,0,0,0,0,10.72276878,0,0.396804559,1.860655285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150417-2,0,0,0,0,0,0,0,0,71.91085815,0,3.051362205,9.765315726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150417-2,1775.672729,1098.49585,1505.579773,287.7021403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150417-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150417-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150418-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99679178,0.981270432,0.990736958,0.003930662,0,0,0,0
150418-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.537334681,0.488179922,1.880166554,0.784400611
150418-1,0,0,0,0,16.24318123,0,0.580113615,3.069672717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150418-1,0,0,0,0,0,0,0,0,71.91085815,0,3.474157061,14.24212405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150418-1,1585.624634,1585.624634,1585.624634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150418-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150418-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150420-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997204006,0.951767683,0.988536846,0.006274781,0,0,0,0
150420-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.937317371,3.62E-08,2.549886409,1.55783998
150420-2,0,0,0,0,30.2730751,0,0.35552283,3.059302902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150420-2,0,0,0,0,0,0,0,0,61.31016541,0,2.095147268,8.641518003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150420-2,1627.058716,1053.866089,1284.033966,259.5845725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150420-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150420-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150526-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150526-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150526-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150526-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150526-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150526-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150526-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150603-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150603-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.907804012,0.000477666,1.494177269,1.35816936
150603-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150603-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150603-2,1557.748535,1171.018555,1380.09786,155.2155113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150603-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150603-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150604-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150604-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545079231,0.015711732,1.315938254,1.197837298
150604-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150604-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150604-1,1503.548584,1344.253906,1400.944458,73.14876467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150604-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150604-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150604-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975541294,0.942310274,0.960904873,0.009073088,0,0,0,0
150604-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.83374596,0.548150837,5.440591926,3.110576234
150604-2,0,0,0,0,21.70896912,0,1.036265507,3.692671297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150604-2,0,0,0,0,0,0,0,0,97.73219299,0,3.825469618,14.75468884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150604-2,1792.899414,1203.01355,1471.973066,164.6232411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150604-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150604-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150605-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150605-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.044528008,0.96385479,2.389366329,0.768083876
150605-1,0,0,0,0,3.670104027,0,0.114690751,0.648788861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150605-1,0,0,0,0,0,0,0,0,12.09164619,0,0.778407097,2.870605505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150605-1,1539.10144,1224.485474,1383.892548,143.7644772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150605-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150605-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150605-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150605-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87630105,1.163317442,1.905814946,0.763369268
150605-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150605-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150605-2,1344.832886,1086.613037,1199.936483,131.9735249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150605-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150605-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150624-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150624-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.002591133,0.274070621,1.74674869,1.677524757
150624-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150624-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150624-2,1682.790039,1512.143311,1585.530221,60.3716226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150624-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150624-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150625-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967564583,0.939451039,0.956994776,0.00636231,0,0,0,0
150625-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.01986313,2.063160419,9.747153859,5.010529301
150625-2,0,0,0,0,142.0971832,0,11.33941052,22.29583535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150625-2,0,0,0,0,0,0,0,0,158.3447266,0,19.09217878,35.16746699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150625-2,1663.09021,1081.915649,1412.265411,151.570166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150625-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150625-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150627-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999664247,0.968613446,0.991434568,0.006905117,0,0,0,0
150627-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9855423,0.463098824,4.828857802,3.034552413
150627-1,0,0,0,0,173.9909668,0,4.565592382,16.24816298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150627-1,0,0,0,0,0,0,0,0,143.5517731,0,7.29152931,19.40414689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150627-1,1639.780273,1045.749023,1381.879499,191.5613786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150627-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150627-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150629-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150629-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150629-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150629-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150629-2,952.8719482,912.7722778,932.822113,28.35474887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150629-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150629-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150630-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973245382,0.8951841,0.94273426,0.015531148,0,0,0,0
150630-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.90393829,0.791695237,13.63790717,6.393113615
150630-2,0,0,0,0,86.74678802,0,4.031095943,14.60402497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150630-2,0,0,0,0,0,0,0,0,48.5294075,0,3.394616747,8.48033135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150630-2,1495.946777,906.3439941,1141.336578,252.4835908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150630-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150630-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150701-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971087456,0.813991845,0.923407396,0.035291904,0,0,0,0
150701-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.39384079,3.267881393,21.42004728,10.54624787
150701-2,0,0,0,0,168.6208191,0,4.187998568,16.06734896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150701-2,0,0,0,0,0,0,0,0,62.54220581,0,4.046159509,11.12964943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150701-2,1176.445557,836.6248779,1009.477783,142.2139352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150701-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150701-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150702-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18881309,0.860004246,0.933973407,0.036774552,0,0,0,0
150702-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.4023895,2.207754374,22.06397044,12.38321691
150702-1,0,0,0,0,132.7858734,0,1.449203028,9.2166279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150702-1,0,0,0,0,0,0,0,0,90,0,2.349487898,8.551901391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150702-1,1221.766113,831.0807495,1087.898718,158.6179174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150702-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150702-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150702-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150702-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.50282669,7.05217123,14.45876245,12.01681101
150702-2,0,0,0,0,11.28034306,0,0.376986364,1.863189909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150702-2,0,0,0,0,0,0,0,0,36.21883774,0,1.575864583,5.987508769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150702-2,1298.187744,929.1296387,1128.195374,191.4503635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150702-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150702-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150703-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150703-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.09543991,18.03172684,22.56358337,6.409012977
150703-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150703-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150703-1,1110.335815,1110.335815,1110.335815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150703-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150703-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150706-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976156116,0.933747113,0.959300515,0.00756728,0,0,0,0
150706-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5421257,0.937933922,9.330028317,6.024167784
150706-2,0,0,0,0,34.40684509,0,1.561900823,6.154350707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150706-2,0,0,0,0,0,0,0,0,90,0,4.85641935,14.16285057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150706-2,1201.39563,919.5316772,1036.730481,108.2754164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150706-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150706-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150707-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992116988,0.864717484,0.953726461,0.013429657,0,0,0,0
150707-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.94384384,0.985673368,9.665585803,5.706402866
150707-1,0,0,0,0,28.96535683,0,1.192868517,4.332635351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150707-1,0,0,0,0,0,0,0,0,89.87283325,0,4.497465714,12.65213813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150707-1,1148.300537,800.0823364,984.9369385,136.5489505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150707-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150707-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150707-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971009016,0.910907805,0.942909203,0.011956443,0,0,0,0
150707-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.14733124,1.896865964,9.76030309,5.254290544
150707-2,0,0,0,0,131.8820801,0,11.95276541,24.62697646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150707-2,0,0,0,0,0,0,0,0,158.1289673,0,19.18650088,30.09728172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150707-2,1632.723999,915.298645,1257.708988,207.0287648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150707-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150707-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150708-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970334709,0.910168171,0.944911253,0.012044171,0,0,0,0
150708-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84292793,0.560590744,10.07662063,4.445034263
150708-1,0,0,0,0,27.21556091,0,2.554042416,6.922928825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150708-1,0,0,0,0,0,0,0,0,84.7754364,0,8.501182187,21.27823234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150708-1,1668.83313,1136.457642,1387.753163,212.1230065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150708-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150708-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150708-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150708-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.01474476,1.131363153,4.720079352,2.292954334
150708-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150708-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150708-2,1301.811035,1301.811035,1301.811035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150708-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150708-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150709-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150709-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.27752113,0.485218525,4.587053392,2.878480661
150709-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150709-1,0,0,0,0,0,0,0,0,9.679039001,0,1.382719857,3.658332875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150709-1,1380.549683,1380.549683,1380.549683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150709-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150709-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150709-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988824546,0.895494342,0.963709566,0.015418875,0,0,0,0
